'sample interval','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG','ECG'
2037,-0.000,0.001,0.004,0.010,0.015,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.025,0.022,0.014,0.008,-0.005,-0.006,-0.005,0.008,0.031,0.026,0.014,0.008,-0.006,-0.010,-0.014,-0.012,0.009,0.015,0.010,0.006,0.001,0.003
2038,-0.000,0.001,0.004,0.010,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.025,0.022,0.014,0.009,-0.005,-0.006,-0.005,0.008,0.032,0.026,0.014,0.008,-0.007,-0.010,-0.014,-0.012,0.010,0.015,0.010,0.006,0.001,0.003
2039,-0.000,0.001,0.004,0.010,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.022,0.014,0.009,-0.005,-0.006,-0.005,0.008,0.032,0.026,0.015,0.008,-0.007,-0.010,-0.014,-0.012,0.010,0.015,0.010,0.006,0.001,0.003
2040,-0.000,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.014,0.009,-0.005,-0.006,-0.005,0.008,0.032,0.026,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.010,0.016,0.010,0.006,0.001,0.003
2041,-0.000,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.014,0.009,-0.005,-0.006,-0.005,0.008,0.032,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.010,0.016,0.010,0.006,0.001,0.003
2042,-0.000,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.014,0.009,-0.005,-0.006,-0.005,0.008,0.032,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.010,0.016,0.010,0.006,0.001,0.003
2043,-0.000,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.015,0.009,-0.005,-0.006,-0.005,0.008,0.033,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.011,0.016,0.010,0.006,0.001,0.003
2044,-0.000,0.001,0.004,0.011,0.016,0.015,0.011,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.015,0.009,-0.005,-0.006,-0.005,0.008,0.033,0.027,0.015,0.008,-0.007,-0.010,-0.015,-0.012,0.011,0.016,0.011,0.006,0.001,0.003
2045,-0.000,0.001,0.004,0.011,0.016,0.015,0.012,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.015,0.009,-0.005,-0.006,-0.005,0.008,0.033,0.027,0.015,0.009,-0.007,-0.010,-0.015,-0.012,0.011,0.017,0.011,0.006,0.001,0.003
2046,-0.000,0.001,0.004,0.011,0.016,0.015,0.012,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.015,0.009,-0.005,-0.006,-0.005,0.009,0.033,0.028,0.015,0.009,-0.007,-0.010,-0.015,-0.012,0.011,0.017,0.011,0.006,0.001,0.003
2047,-0.001,0.001,0.004,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.026,0.023,0.015,0.009,-0.005,-0.006,-0.005,0.009,0.034,0.028,0.015,0.009,-0.007,-0.011,-0.015,-0.012,0.011,0.017,0.011,0.006,0.001,0.003
2048,-0.001,0.001,0.004,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.027,0.023,0.015,0.009,-0.005,-0.006,-0.006,0.009,0.034,0.028,0.016,0.009,-0.007,-0.011,-0.015,-0.012,0.012,0.017,0.011,0.006,0.001,0.003
2049,-0.001,0.001,0.005,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.027,0.024,0.015,0.009,-0.005,-0.006,-0.006,0.009,0.034,0.028,0.016,0.009,-0.007,-0.011,-0.015,-0.013,0.012,0.017,0.011,0.007,0.001,0.003
2050,-0.001,0.001,0.005,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.027,0.024,0.015,0.009,-0.005,-0.006,-0.006,0.009,0.034,0.028,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.012,0.017,0.011,0.007,0.001,0.003
2051,-0.001,0.001,0.005,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.027,0.024,0.015,0.009,-0.005,-0.006,-0.006,0.009,0.034,0.028,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.012,0.018,0.011,0.007,0.001,0.003
2052,-0.001,0.001,0.005,0.011,0.016,0.016,0.012,0.008,-0.002,-0.002,0.002,0.014,0.027,0.024,0.015,0.009,-0.005,-0.006,-0.006,0.009,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.012,0.018,0.011,0.007,0.001,0.003
2053,-0.001,0.001,0.005,0.011,0.017,0.016,0.012,0.008,-0.002,-0.002,0.002,0.015,0.027,0.024,0.015,0.009,-0.005,-0.007,-0.006,0.009,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.012,0.018,0.011,0.007,0.001,0.003
2054,-0.001,0.001,0.005,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.015,0.027,0.024,0.016,0.009,-0.005,-0.007,-0.006,0.009,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.012,0.018,0.012,0.007,0.001,0.003
2055,-0.001,0.001,0.005,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.015,0.027,0.024,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.013,0.018,0.012,0.007,0.001,0.003
2056,-0.001,0.001,0.005,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.015,0.028,0.024,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.035,0.029,0.016,0.009,-0.007,-0.011,-0.016,-0.013,0.013,0.018,0.012,0.007,0.001,0.003
2057,-0.001,0.001,0.005,0.011,0.017,0.016,0.012,0.008,-0.003,-0.002,0.002,0.015,0.028,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.036,0.030,0.017,0.009,-0.007,-0.011,-0.016,-0.013,0.013,0.019,0.012,0.007,0.001,0.003
2058,-0.001,0.001,0.005,0.011,0.017,0.016,0.012,0.009,-0.003,-0.002,0.002,0.015,0.028,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.036,0.030,0.017,0.009,-0.007,-0.011,-0.016,-0.013,0.013,0.019,0.012,0.007,0.001,0.003
2059,-0.001,0.001,0.005,0.011,0.017,0.016,0.012,0.009,-0.003,-0.002,0.002,0.015,0.028,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.036,0.030,0.017,0.009,-0.008,-0.011,-0.016,-0.013,0.013,0.019,0.012,0.007,0.001,0.003
2060,-0.001,0.001,0.005,0.011,0.017,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.028,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.036,0.030,0.017,0.009,-0.008,-0.011,-0.016,-0.013,0.013,0.019,0.012,0.007,0.001,0.003
2061,-0.001,0.001,0.005,0.011,0.017,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.028,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.036,0.030,0.017,0.010,-0.008,-0.011,-0.017,-0.013,0.013,0.019,0.012,0.007,0.001,0.003
2062,-0.001,0.001,0.005,0.012,0.017,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.028,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.009,0.037,0.030,0.017,0.010,-0.008,-0.012,-0.017,-0.013,0.013,0.019,0.012,0.007,0.001,0.003
2063,-0.001,0.001,0.005,0.012,0.017,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.028,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.010,0.037,0.031,0.017,0.010,-0.008,-0.012,-0.017,-0.013,0.014,0.019,0.012,0.007,0.001,0.003
2064,-0.001,0.001,0.005,0.012,0.017,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.029,0.025,0.016,0.010,-0.005,-0.007,-0.006,0.010,0.037,0.031,0.017,0.010,-0.008,-0.012,-0.017,-0.013,0.014,0.020,0.012,0.007,0.001,0.003
2065,-0.001,0.001,0.005,0.012,0.017,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.029,0.026,0.016,0.010,-0.005,-0.007,-0.006,0.010,0.037,0.031,0.017,0.010,-0.008,-0.012,-0.017,-0.014,0.014,0.020,0.012,0.007,0.001,0.003
2066,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.029,0.026,0.017,0.010,-0.005,-0.007,-0.006,0.010,0.037,0.031,0.017,0.010,-0.008,-0.012,-0.017,-0.014,0.014,0.020,0.012,0.007,0.001,0.003
2067,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.015,0.029,0.026,0.017,0.010,-0.006,-0.007,-0.006,0.010,0.037,0.031,0.018,0.010,-0.008,-0.012,-0.017,-0.014,0.014,0.020,0.013,0.007,0.001,0.003
2068,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.016,0.029,0.026,0.017,0.010,-0.006,-0.007,-0.006,0.010,0.038,0.031,0.018,0.010,-0.008,-0.012,-0.017,-0.014,0.014,0.020,0.013,0.007,0.001,0.003
2069,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.002,0.016,0.029,0.026,0.017,0.010,-0.006,-0.007,-0.006,0.010,0.038,0.032,0.018,0.010,-0.008,-0.012,-0.017,-0.014,0.014,0.020,0.013,0.007,0.001,0.003
2070,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.003,0.016,0.029,0.026,0.017,0.010,-0.006,-0.007,-0.006,0.010,0.038,0.032,0.018,0.010,-0.008,-0.012,-0.017,-0.014,0.013,0.020,0.013,0.007,0.001,0.003
2071,-0.001,0.001,0.005,0.012,0.018,0.017,0.013,0.009,-0.003,-0.002,0.003,0.016,0.030,0.026,0.017,0.010,-0.005,-0.007,-0.006,0.010,0.038,0.031,0.017,0.010,-0.008,-0.012,-0.017,-0.013,0.014,0.020,0.012,0.007,0.001,0.003
2072,0.000,0.002,0.006,0.012,0.017,0.016,0.012,0.008,-0.002,-0.001,0.004,0.017,0.029,0.025,0.015,0.009,-0.004,-0.005,-0.003,0.014,0.038,0.029,0.016,0.009,-0.007,-0.010,-0.013,-0.008,0.016,0.018,0.011,0.006,0.002,0.003
2073,0.001,0.003,0.007,0.013,0.016,0.013,0.009,0.006,0.000,0.002,0.008,0.020,0.027,0.020,0.011,0.006,-0.001,-0.000,0.005,0.024,0.039,0.024,0.011,0.005,-0.003,-0.003,-0.002,0.009,0.024,0.016,0.007,0.003,0.002,0.003
2074,0.004,0.007,0.010,0.013,0.012,0.007,0.003,0.001,0.005,0.008,0.016,0.025,0.023,0.010,0.002,0.000,0.005,0.010,0.022,0.045,0.042,0.013,0.001,-0.001,0.004,0.009,0.021,0.045,0.041,0.011,0.000,-0.002,0.003,0.002
2075,0.007,0.010,0.013,0.013,0.007,-0.001,-0.005,-0.005,0.009,0.015,0.024,0.030,0.017,-0.001,-0.008,-0.007,0.011,0.020,0.041,0.069,0.046,0.002,-0.009,-0.009,0.012,0.023,0.049,0.090,0.067,0.009,-0.007,-0.008,0.004,0.002
2076,0.007,0.009,0.011,0.010,0.002,-0.006,-0.009,-0.008,0.009,0.015,0.024,0.028,0.011,-0.008,-0.012,-0.011,0.013,0.024,0.047,0.078,0.049,-0.001,-0.012,-0.011,0.016,0.029,0.062,0.115,0.089,0.015,-0.006,-0.008,0.004,0.001
2077,0.003,0.004,0.005,0.003,-0.001,-0.006,-0.007,-0.006,0.005,0.008,0.013,0.017,0.007,-0.005,-0.008,-0.007,0.008,0.015,0.032,0.058,0.044,0.005,-0.006,-0.007,0.011,0.021,0.048,0.097,0.087,0.024,0.001,-0.003,0.002,0.001
2078,-0.002,-0.002,-0.003,-0.002,-0.002,-0.002,-0.002,-0.001,-0.002,-0.002,-0.001,0.002,0.003,0.001,-0.000,-0.001,-0.000,0.001,0.007,0.021,0.028,0.013,0.004,0.001,0.001,0.005,0.017,0.046,0.058,0.027,0.009,0.004,0.000,0.001
2079,-0.004,-0.005,-0.006,-0.004,-0.000,0.003,0.004,0.003,-0.005,-0.008,-0.010,-0.007,0.002,0.008,0.007,0.005,-0.006,-0.009,-0.013,-0.010,0.011,0.016,0.011,0.006,-0.006,-0.008,-0.011,-0.005,0.020,0.021,0.013,0.007,-0.001,0.000
2080,-0.004,-0.005,-0.004,-0.001,0.005,0.008,0.008,0.006,-0.006,-0.008,-0.010,-0.005,0.008,0.013,0.011,0.008,-0.008,-0.012,-0.019,-0.019,0.007,0.018,0.014,0.009,-0.009,-0.014,-0.024,-0.031,-0.004,0.014,0.012,0.008,-0.001,0.001
2081,-0.002,-0.002,0.000,0.005,0.011,0.013,0.011,0.008,-0.005,-0.006,-0.005,0.003,0.017,0.020,0.015,0.010,-0.007,-0.011,-0.016,-0.012,0.016,0.023,0.016,0.010,-0.009,-0.015,-0.026,-0.035,-0.008,0.012,0.011,0.008,0.000,0.002
2082,-0.001,0.000,0.004,0.010,0.016,0.016,0.013,0.009,-0.003,-0.003,0.000,0.011,0.025,0.024,0.016,0.010,-0.006,-0.009,-0.011,-0.001,0.026,0.026,0.016,0.010,-0.009,-0.014,-0.023,-0.029,-0.003,0.013,0.011,0.007,0.001,0.003
2083,-0.001,0.001,0.005,0.013,0.020,0.020,0.015,0.010,-0.003,-0.002,0.002,0.016,0.031,0.028,0.019,0.012,-0.006,-0.009,-0.010,0.003,0.034,0.032,0.019,0.011,-0.009,-0.015,-0.024,-0.028,0.000,0.015,0.012,0.008,0.001,0.003
2084,0.000,0.002,0.006,0.014,0.019,0.018,0.013,0.009,-0.002,-0.001,0.004,0.017,0.030,0.026,0.017,0.010,-0.005,-0.006,-0.006,0.008,0.033,0.028,0.016,0.009,-0.007,-0.012,-0.019,-0.021,0.002,0.013,0.010,0.006,0.001,0.003
2085,-0.001,0.001,0.006,0.015,0.022,0.022,0.017,0.012,-0.003,-0.003,0.002,0.018,0.035,0.032,0.021,0.013,-0.007,-0.010,-0.011,0.004,0.038,0.036,0.021,0.012,-0.011,-0.017,-0.027,-0.032,0.000,0.018,0.013,0.009,0.001,0.004
2086,0.001,0.003,0.007,0.013,0.018,0.016,0.011,0.008,-0.001,0.001,0.006,0.018,0.028,0.023,0.014,0.008,-0.003,-0.004,-0.002,0.012,0.032,0.024,0.013,0.007,-0.006,-0.009,-0.014,-0.014,0.004,0.011,0.007,0.004,0.002,0.003
2087,-0.000,0.002,0.008,0.019,0.027,0.026,0.020,0.014,-0.003,-0.002,0.005,0.024,0.044,0.039,0.025,0.015,-0.008,-0.010,-0.009,0.012,0.051,0.044,0.025,0.014,-0.012,-0.018,-0.028,-0.028,0.009,0.023,0.016,0.010,0.002,0.004
2088,0.020,0.028,0.036,0.035,0.017,-0.004,-0.014,-0.014,0.026,0.041,0.065,0.078,0.039,-0.009,-0.023,-0.021,0.031,0.056,0.106,0.170,0.098,-0.010,-0.030,-0.026,0.034,0.061,0.121,0.207,0.134,0.001,-0.027,-0.024,0.009,0.003
2089,0.046,0.055,0.053,0.015,-0.056,-0.102,-0.102,-0.083,0.070,0.103,0.137,0.106,-0.051,-0.151,-0.139,-0.103,0.100,0.169,0.295,0.398,0.103,-0.151,-0.150,-0.107,0.122,0.215,0.408,0.662,0.380,-0.033,-0.103,-0.085,0.016,-0.006
2090,0.063,0.061,0.020,-0.092,-0.231,-0.279,-0.238,-0.178,0.111,0.142,0.136,-0.032,-0.349,-0.426,-0.320,-0.214,0.168,0.259,0.383,0.314,-0.309,-0.503,-0.348,-0.219,0.211,0.348,0.593,0.782,0.173,-0.286,-0.258,-0.176,0.004,-0.037
2091,0.006,-0.020,-0.087,-0.200,-0.287,-0.270,-0.197,-0.133,0.037,0.019,-0.066,-0.291,-0.498,-0.416,-0.255,-0.150,0.075,0.086,0.033,-0.292,-0.727,-0.531,-0.276,-0.147,0.105,0.146,0.170,-0.008,-0.437,-0.385,-0.211,-0.115,-0.027,-0.050
2092,-0.073,-0.095,-0.108,-0.073,0.022,0.099,0.115,0.100,-0.105,-0.161,-0.235,-0.236,-0.031,0.146,0.163,0.129,-0.142,-0.248,-0.457,-0.682,-0.306,0.131,0.179,0.138,-0.168,-0.304,-0.595,-1.010,-0.649,-0.011,0.124,0.112,-0.031,-0.001
2093,-0.011,-0.013,-0.010,0.003,0.023,0.034,0.031,0.024,-0.018,-0.025,-0.031,-0.016,0.028,0.050,0.042,0.030,-0.027,-0.044,-0.073,-0.088,-0.003,0.053,0.045,0.031,-0.033,-0.057,-0.105,-0.162,-0.080,0.019,0.031,0.024,-0.003,0.003
2094,-0.003,-0.004,-0.004,-0.001,0.004,0.006,0.007,0.005,-0.005,-0.007,-0.009,-0.007,0.003,0.009,0.009,0.007,-0.006,-0.011,-0.019,-0.026,-0.007,0.010,0.009,0.007,-0.008,-0.014,-0.026,-0.043,-0.025,0.002,0.007,0.005,-0.001,0.000
2095,0.001,0.003,0.006,0.010,0.013,0.011,0.008,0.005,0.000,0.002,0.006,0.015,0.022,0.017,0.009,0.005,-0.002,-0.001,0.002,0.014,0.027,0.018,0.009,0.005,-0.003,-0.005,-0.006,-0.002,0.009,0.009,0.005,0.003,0.001,0.002
2096,-0.000,0.000,0.003,0.008,0.012,0.012,0.009,0.006,-0.002,-0.002,0.001,0.010,0.019,0.018,0.011,0.007,-0.004,-0.005,-0.006,0.002,0.021,0.020,0.012,0.007,-0.006,-0.009,-0.015,-0.016,0.001,0.010,0.008,0.005,0.001,0.002
2097,0.000,0.002,0.005,0.010,0.013,0.012,0.008,0.005,-0.001,0.000,0.004,0.013,0.021,0.017,0.010,0.006,-0.002,-0.003,-0.001,0.011,0.026,0.019,0.010,0.005,-0.004,-0.006,-0.008,-0.005,0.008,0.010,0.006,0.004,0.001,0.002
2098,-0.000,0.001,0.004,0.008,0.012,0.011,0.008,0.006,-0.001,-0.001,0.002,0.011,0.019,0.017,0.010,0.006,-0.003,-0.004,-0.003,0.006,0.023,0.019,0.011,0.006,-0.005,-0.007,-0.011,-0.010,0.005,0.010,0.007,0.004,0.001,0.002
2099,0.000,0.001,0.004,0.009,0.012,0.011,0.008,0.005,-0.001,-0.000,0.003,0.012,0.020,0.016,0.010,0.006,-0.003,-0.003,-0.001,0.009,0.025,0.018,0.010,0.005,-0.004,-0.006,-0.008,-0.006,0.008,0.010,0.006,0.004,0.001,0.002
2100,0.000,0.001,0.004,0.008,0.011,0.010,0.007,0.005,-0.001,0.000,0.003,0.011,0.018,0.015,0.009,0.005,-0.002,-0.003,-0.001,0.008,0.023,0.017,0.009,0.005,-0.004,-0.005,-0.007,-0.005,0.008,0.010,0.006,0.003,0.001,0.002
2101,0.000,0.001,0.004,0.007,0.010,0.009,0.006,0.004,-0.001,0.000,0.003,0.010,0.016,0.013,0.008,0.005,-0.002,-0.002,0.000,0.010,0.022,0.016,0.008,0.004,-0.003,-0.004,-0.005,-0.002,0.010,0.009,0.005,0.003,0.001,0.002
2102,0.001,0.001,0.003,0.006,0.008,0.007,0.004,0.003,0.000,0.001,0.003,0.009,0.013,0.010,0.006,0.003,-0.001,-0.001,0.002,0.010,0.018,0.012,0.006,0.003,-0.002,-0.002,-0.002,0.003,0.011,0.008,0.004,0.002,0.001,0.001
2103,0.001,0.001,0.003,0.004,0.005,0.004,0.002,0.001,0.000,0.001,0.003,0.007,0.009,0.006,0.003,0.001,0.000,0.001,0.003,0.010,0.014,0.007,0.003,0.001,-0.000,0.000,0.002,0.008,0.011,0.005,0.002,0.001,0.001,0.001
2104,0.001,0.001,0.002,0.002,0.001,-0.000,-0.001,-0.001,0.001,0.002,0.003,0.004,0.003,0.000,-0.001,-0.001,0.001,0.003,0.006,0.010,0.008,0.001,-0.001,-0.001,0.002,0.003,0.007,0.014,0.011,0.002,-0.000,-0.001,0.000,0.000
2105,0.001,0.001,0.000,-0.002,-0.004,-0.005,-0.005,-0.003,0.002,0.003,0.003,0.000,-0.006,-0.008,-0.006,-0.004,0.003,0.005,0.008,0.009,-0.001,-0.007,-0.006,-0.004,0.004,0.007,0.013,0.021,0.011,-0.002,-0.004,-0.003,0.000,-0.001
2106,0.001,0.000,-0.002,-0.006,-0.011,-0.011,-0.009,-0.007,0.003,0.003,0.002,-0.006,-0.016,-0.017,-0.012,-0.008,0.005,0.007,0.011,0.007,-0.013,-0.017,-0.012,-0.007,0.007,0.011,0.020,0.028,0.010,-0.007,-0.007,-0.005,-0.000,-0.002
2107,0.001,-0.000,-0.004,-0.012,-0.018,-0.019,-0.014,-0.010,0.003,0.003,0.000,-0.013,-0.028,-0.027,-0.018,-0.012,0.007,0.010,0.013,0.003,-0.027,-0.029,-0.018,-0.011,0.010,0.016,0.027,0.035,0.007,-0.013,-0.011,-0.007,-0.001,-0.003
2108,0.001,-0.001,-0.007,-0.018,-0.027,-0.026,-0.020,-0.014,0.004,0.003,-0.002,-0.021,-0.042,-0.038,-0.025,-0.016,0.009,0.012,0.014,-0.003,-0.044,-0.042,-0.025,-0.014,0.013,0.020,0.033,0.040,0.003,-0.019,-0.015,-0.010,-0.002,-0.004
2109,0.000,-0.003,-0.011,-0.024,-0.036,-0.034,-0.026,-0.018,0.004,0.003,-0.005,-0.030,-0.056,-0.049,-0.032,-0.020,0.010,0.014,0.014,-0.011,-0.061,-0.054,-0.031,-0.018,0.015,0.024,0.038,0.043,-0.002,-0.026,-0.019,-0.012,-0.003,-0.006
2110,-0.000,-0.005,-0.014,-0.031,-0.044,-0.041,-0.030,-0.021,0.004,0.002,-0.009,-0.040,-0.069,-0.060,-0.038,-0.023,0.011,0.014,0.013,-0.020,-0.079,-0.066,-0.037,-0.021,0.017,0.027,0.041,0.044,-0.009,-0.032,-0.022,-0.014,-0.003,-0.007
2111,-0.001,-0.006,-0.018,-0.037,-0.051,-0.047,-0.034,-0.023,0.004,0.001,-0.013,-0.048,-0.081,-0.068,-0.042,-0.025,0.011,0.014,0.010,-0.030,-0.094,-0.075,-0.041,-0.023,0.018,0.028,0.042,0.041,-0.017,-0.037,-0.025,-0.015,-0.004,-0.008
2112,-0.002,-0.008,-0.021,-0.041,-0.055,-0.051,-0.037,-0.025,0.003,-0.001,-0.017,-0.056,-0.089,-0.073,-0.045,-0.026,0.011,0.013,0.006,-0.040,-0.107,-0.081,-0.043,-0.024,0.019,0.028,0.041,0.035,-0.024,-0.040,-0.026,-0.015,-0.005,-0.009
2113,-0.003,-0.009,-0.023,-0.044,-0.058,-0.052,-0.037,-0.025,0.002,-0.003,-0.020,-0.061,-0.094,-0.075,-0.045,-0.026,0.010,0.011,0.002,-0.048,-0.114,-0.083,-0.043,-0.023,0.018,0.026,0.037,0.027,-0.031,-0.042,-0.026,-0.015,-0.006,-0.009
2114,-0.004,-0.010,-0.024,-0.044,-0.057,-0.050,-0.036,-0.023,0.001,-0.004,-0.022,-0.063,-0.093,-0.073,-0.043,-0.025,0.009,0.009,-0.002,-0.054,-0.116,-0.081,-0.041,-0.022,0.016,0.023,0.031,0.017,-0.036,-0.041,-0.024,-0.013,-0.006,-0.009
2115,-0.004,-0.011,-0.024,-0.043,-0.054,-0.047,-0.032,-0.021,0.000,-0.006,-0.023,-0.061,-0.088,-0.067,-0.039,-0.022,0.007,0.006,-0.007,-0.057,-0.112,-0.074,-0.037,-0.019,0.013,0.019,0.024,0.008,-0.039,-0.038,-0.021,-0.011,-0.006,-0.009
2116,-0.005,-0.010,-0.022,-0.039,-0.048,-0.041,-0.028,-0.018,-0.001,-0.007,-0.023,-0.057,-0.079,-0.059,-0.033,-0.019,0.005,0.003,-0.010,-0.057,-0.102,-0.065,-0.031,-0.016,0.010,0.014,0.016,-0.001,-0.040,-0.034,-0.018,-0.009,-0.005,-0.008
2117,-0.005,-0.010,-0.020,-0.033,-0.040,-0.034,-0.023,-0.014,-0.002,-0.007,-0.021,-0.050,-0.067,-0.048,-0.027,-0.015,0.003,0.000,-0.012,-0.054,-0.088,-0.053,-0.025,-0.012,0.007,0.009,0.009,-0.008,-0.038,-0.028,-0.014,-0.007,-0.005,-0.006
2118,-0.004,-0.009,-0.017,-0.027,-0.032,-0.026,-0.017,-0.010,-0.002,-0.007,-0.019,-0.041,-0.053,-0.037,-0.020,-0.011,0.001,-0.002,-0.013,-0.047,-0.071,-0.041,-0.018,-0.008,0.004,0.005,0.003,-0.013,-0.033,-0.021,-0.009,-0.004,-0.004,-0.005
2119,-0.004,-0.007,-0.013,-0.020,-0.023,-0.018,-0.011,-0.007,-0.003,-0.006,-0.016,-0.032,-0.039,-0.026,-0.013,-0.007,-0.000,-0.003,-0.013,-0.039,-0.053,-0.028,-0.011,-0.005,0.002,0.001,-0.002,-0.017,-0.027,-0.014,-0.005,-0.002,-0.003,-0.004
2120,-0.003,-0.006,-0.010,-0.014,-0.015,-0.011,-0.006,-0.004,-0.003,-0.006,-0.012,-0.023,-0.025,-0.015,-0.007,-0.003,-0.002,-0.004,-0.012,-0.031,-0.036,-0.016,-0.006,-0.002,-0.000,-0.002,-0.006,-0.018,-0.021,-0.008,-0.002,0.000,-0.002,-0.002
2121,-0.003,-0.004,-0.006,-0.008,-0.007,-0.005,-0.002,-0.001,-0.003,-0.005,-0.009,-0.014,-0.013,-0.006,-0.002,-0.000,-0.002,-0.005,-0.011,-0.022,-0.020,-0.006,-0.001,0.001,-0.002,-0.004,-0.009,-0.018,-0.014,-0.003,0.001,0.001,-0.002,-0.001
2122,-0.002,-0.003,-0.003,-0.003,-0.001,0.001,0.001,0.001,-0.003,-0.004,-0.006,-0.007,-0.003,0.001,0.002,0.002,-0.003,-0.005,-0.010,-0.014,-0.007,0.002,0.003,0.003,-0.003,-0.006,-0.010,-0.016,-0.009,0.002,0.003,0.003,-0.001,-0.000
2123,-0.001,-0.002,-0.001,0.001,0.003,0.005,0.004,0.003,-0.002,-0.003,-0.004,-0.001,0.005,0.007,0.006,0.004,-0.003,-0.005,-0.008,-0.008,0.004,0.009,0.006,0.004,-0.004,-0.007,-0.011,-0.015,-0.003,0.005,0.005,0.003,-0.000,0.001
2124,-0.001,-0.001,0.001,0.004,0.007,0.007,0.006,0.004,-0.002,-0.003,-0.002,0.003,0.011,0.011,0.008,0.005,-0.004,-0.005,-0.007,-0.003,0.012,0.013,0.008,0.005,-0.005,-0.007,-0.012,-0.013,0.001,0.008,0.006,0.004,0.000,0.001
2125,-0.001,0.000,0.002,0.006,0.009,0.010,0.007,0.005,-0.002,-0.002,0.000,0.007,0.015,0.014,0.009,0.006,-0.004,-0.005,-0.006,0.001,0.018,0.017,0.010,0.006,-0.005,-0.008,-0.012,-0.012,0.004,0.010,0.007,0.004,0.001,0.002
2126,-0.001,0.000,0.003,0.007,0.011,0.011,0.008,0.006,-0.002,-0.002,0.001,0.009,0.018,0.016,0.010,0.006,-0.004,-0.005,-0.005,0.004,0.022,0.019,0.011,0.006,-0.005,-0.008,-0.012,-0.011,0.006,0.011,0.008,0.005,0.001,0.002
